Date,Hour,Latitude,Longitude,Magnitude,Depth,Location,Area
2020/05/06,23:34:20,37.4852,35.9875,1.6,8.1,Osmaniye,Akdeniz Bölgesi
2020/05/06,23:18:38,35.6647,27.0677,2.1,9.5,Mersin,Akdeniz Bölgesi
2020/05/06,23:05:46,37.8593,27.2375,1.0,5.3,Aydın,Ege Bölgesi
2020/05/06,23:02:26,39.1980,28.8962,3.1,7.1,Kütahya,Ege Bölgesi
2020/05/06,22:28:19,39.1977,28.8830,3.4,7.3,Kütahya,Ege Bölgesi
2020/05/06,22:11:06,40.1225,37.3652,1.8,1.8,Sivas,İç Anadolu Bölgesi
2020/05/06,21:54:48,37.5203,36.0183,2.2,5.0,Osmaniye,Akdeniz Bölgesi
2020/05/06,20:56:37,38.4395,39.2420,1.5,5.0,Elazığ,Doğu Anadolu Bölgesi
2020/05/06,20:56:07,37.8837,26.8238,1.8,6.6,Aydın,Ege Bölgesi
2020/05/06,20:45:34,39.3082,25.8202,2.0,5.0,Aydın,Ege Bölgesi
2020/05/06,19:29:54,39.2777,38.4745,2.0,5.4,Erzincan,Doğu Anadolu Bölgesi
2020/05/06,17:58:57,38.4663,39.4342,2.0,7.1,Elazığ,Doğu Anadolu Bölgesi
2020/05/06,17:50:00,37.2492,28.2470,1.6,0.0,Muğla,Ege Bölgesi
2020/05/06,17:34:11,40.1348,28.2080,1.9,14.8,Bursa,Marmara Bölgesi
2020/05/06,17:32:29,39.0325,27.8875,1.6,1.7,Manisa,Ege Bölgesi
2020/05/06,17:03:31,39.1603,28.8668,2.1,5.4,Kütahya,Ege Bölgesi
2020/05/06,16:53:35,37.5038,34.2757,2.6,5.0,Konya,İç Anadolu Bölgesi
2020/05/06,16:52:54,38.2855,38.9003,1.9,18.3,Malatya,Doğu Anadolu Bölgesi
2020/05/06,16:49:38,40.7532,42.6473,2.3,5.0,Ardahan,Doğu Anadolu Bölgesi
2020/05/06,16:43:15,34.8548,27.8052,3.0,4.3,Mersin,Akdeniz Bölgesi
2020/05/06,16:11:38,38.4442,39.3832,1.5,1.7,Elazığ,Doğu Anadolu Bölgesi
2020/05/06,16:04:16,39.8715,33.0670,1.7,5.3,Ankara,İç Anadolu Bölgesi
2020/05/06,15:31:52,38.3363,39.0897,0.7,7.9,Malatya,Doğu Anadolu Bölgesi
2020/05/06,15:21:45,39.0785,29.5297,1.9,14.4,Kütahya,Ege Bölgesi
2020/05/06,14:06:18,37.2473,27.9558,1.4,0.0,Muğla,Ege Bölgesi
2020/05/06,14:03:47,40.2297,30.6422,1.6,26.0,Bolu,Karadeniz Bölgesi
2020/05/06,14:01:52,37.2665,27.9257,1.3,0.0,Muğla,Ege Bölgesi
2020/05/06,13:46:06,39.8323,33.0245,1.9,0.0,Ankara,İç Anadolu Bölgesi
2020/05/06,13:38:54,38.3792,39.3838,1.0,4.8,Elazığ,Doğu Anadolu Bölgesi
2020/05/06,13:32:56,37.5162,36.0017,2.2,1.7,Osmaniye,Akdeniz Bölgesi
2020/05/06,13:26:43,40.3067,29.6057,1.2,5.0,Bursa,Marmara Bölgesi
2020/05/06,12:57:37,38.7342,42.9737,1.6,3.0,Bitlis,Doğu Anadolu Bölgesi
2020/05/06,12:47:39,40.2620,40.3408,2.1,5.0,Bayburt,Karadeniz Bölgesi
2020/05/06,12:38:28,36.1587,33.5590,1.0,0.0,Mersin,Akdeniz Bölgesi
2020/05/06,12:31:38,38.5023,39.4862,1.8,2.4,Elazığ,Doğu Anadolu Bölgesi
2020/05/06,11:56:52,37.2423,28.2875,1.4,0.0,Aydın,Ege Bölgesi
2020/05/06,11:32:45,36.3707,33.4783,1.1,0.0,Mersin,Akdeniz Bölgesi
2020/05/06,11:28:57,36.2012,29.2763,1.6,7.9,Antalya,Akdeniz Bölgesi
2020/05/06,11:23:24,38.4302,39.1783,0.5,4.7,Elazığ,Doğu Anadolu Bölgesi
2020/05/06,10:50:02,38.4115,39.2683,1.0,6.2,Elazığ,Doğu Anadolu Bölgesi
2020/05/06,10:45:06,38.2625,39.1857,1.2,5.0,Diyarbakır,Güneydoğu Anadolu Bölgesi
2020/05/06,10:21:39,40.6350,29.0945,1.4,5.1,Yalova,Marmara Bölgesi
2020/05/06,10:14:31,38.8692,27.7435,1.5,10.4,Manisa,Ege Bölgesi
2020/05/06,09:34:44,37.0047,34.5467,1.7,5.0,Mersin,Akdeniz Bölgesi
2020/05/06,09:20:24,37.1485,28.7205,2.2,7.6,Muğla,Ege Bölgesi
2020/05/06,08:36:15,35.9535,29.9188,1.9,4.0,Mersin,Akdeniz Bölgesi
2020/05/06,06:54:23,40.6440,29.1017,1.9,18.3,Yalova,Marmara Bölgesi
2020/05/06,06:32:18,38.4657,39.2277,2.3,9.2,Elazığ,Doğu Anadolu Bölgesi
2020/05/06,06:26:30,38.7702,43.3703,2.3,25.1,Van,Doğu Anadolu Bölgesi
2020/05/06,06:08:37,39.5962,26.0777,3.4,6.1,Çanakkale,Marmara Bölgesi
2020/05/06,06:00:17,38.5720,39.6078,2.4,8.6,Elazığ,Doğu Anadolu Bölgesi
2020/05/06,05:41:20,39.2783,29.3537,2.3,8.0,Kütahya,Ege Bölgesi
2020/05/06,05:37:00,38.9683,43.6007,2.3,7.2,Van,Doğu Anadolu Bölgesi
2020/05/06,05:20:51,37.4755,29.4157,1.3,15.3,Denizli,Ege Bölgesi
