Date,Hour,Latitude,Longitude,Magnitude,Depth,Location,Area
2020/04/16,23:28:55,39.0038,27.8410,1.4,5.3,Manisa,Ege Bölgesi
2020/04/16,23:25:28,38.9958,27.8417,2.0,8.9,Manisa,Ege Bölgesi
2020/04/16,23:19:12,39.0282,27.8792,1.2,4.3,Manisa,Ege Bölgesi
2020/04/16,23:13:22,39.0910,27.8357,2.3,9.8,Manisa,Ege Bölgesi
2020/04/16,22:34:51,38.4805,39.3075,1.5,11.5,Elazığ,Doğu Anadolu Bölgesi
2020/04/16,22:31:52,38.4683,39.2822,1.7,8.7,Elazığ,Doğu Anadolu Bölgesi
2020/04/16,22:31:28,38.9465,27.8938,1.6,4.2,Manisa,Ege Bölgesi
2020/04/16,22:28:33,38.9578,27.8833,1.8,7.3,Manisa,Ege Bölgesi
2020/04/16,22:27:23,38.9567,27.8798,1.9,9.3,Manisa,Ege Bölgesi
2020/04/16,22:27:20,38.5132,39.3763,1.6,9.2,Elazığ,Doğu Anadolu Bölgesi
2020/04/16,22:18:31,38.4710,39.3040,1.1,11.8,Elazığ,Doğu Anadolu Bölgesi
2020/04/16,22:17:40,38.5182,39.3185,2.2,10.1,Elazığ,Doğu Anadolu Bölgesi
2020/04/16,22:00:51,35.5455,27.5102,3.0,27.1,Mersin,Akdeniz Bölgesi
2020/04/16,20:42:15,38.3670,38.9453,0.9,19.4,Elazığ,Doğu Anadolu Bölgesi
2020/04/16,20:39:52,39.0842,27.8018,1.7,5.2,Manisa,Ege Bölgesi
2020/04/16,20:39:22,35.8888,35.4677,2.4,16.4,Mersin,Akdeniz Bölgesi
2020/04/16,20:02:33,38.4133,39.2227,0.8,3.0,Elazığ,Doğu Anadolu Bölgesi
2020/04/16,19:00:35,38.4537,39.2633,1.2,10.5,Elazığ,Doğu Anadolu Bölgesi
2020/04/16,18:40:28,36.1578,33.5587,1.2,0.0,Mersin,Akdeniz Bölgesi
2020/04/16,17:45:58,39.7558,32.4202,1.4,0.0,Gülnar,Mersin
2020/04/16,17:05:16,38.5007,39.3128,1.5,13.5,Elazığ,Doğu Anadolu Bölgesi
2020/04/16,15:21:25,40.8117,25.6573,1.5,6.8,Aydın,Ege Bölgesi
2020/04/16,14:58:01,39.6580,25.7110,1.6,6.5,Aydın,Ege Bölgesi
2020/04/16,14:21:26,38.6158,40.8445,2.5,10.5,Bingöl,Doğu Anadolu Bölgesi
2020/04/16,13:24:48,39.8905,28.8705,1.8,0.0,Bursa,Marmara Bölgesi
2020/04/16,12:35:13,37.8907,27.5538,2.0,8.1,Aydın,Ege Bölgesi
2020/04/16,12:30:05,37.2798,31.8862,2.2,0.0,Konya,İç Anadolu Bölgesi
2020/04/16,11:53:13,39.1380,27.7745,2.2,8.4,Manisa,Ege Bölgesi
2020/04/16,11:52:41,37.4905,35.9763,2.4,4.4,Osmaniye,Akdeniz Bölgesi
2020/04/16,11:03:21,38.6127,40.8352,2.7,8.8,Bingöl,Doğu Anadolu Bölgesi
2020/04/16,10:50:11,35.7553,27.5293,3.5,13.6,Mersin,Akdeniz Bölgesi
2020/04/16,10:37:51,37.2087,28.3603,1.5,17.6,Muğla,Ege Bölgesi
2020/04/16,10:16:18,39.6048,38.2985,2.7,5.0,Sivas,İç Anadolu Bölgesi
2020/04/16,09:38:46,38.8948,34.3340,2.6,6.4,Kırşehir,İç Anadolu Bölgesi
2020/04/16,09:09:34,38.9295,27.9677,1.3,5.0,Manisa,Ege Bölgesi
2020/04/16,06:59:11,38.9057,25.9283,3.9,10.5,Aydın,Ege Bölgesi
2020/04/16,06:15:30,39.0433,27.8387,1.2,11.1,Manisa,Ege Bölgesi
2020/04/16,06:12:32,39.0818,27.7970,1.8,4.8,Manisa,Ege Bölgesi
2020/04/16,06:04:27,39.0992,27.8333,1.5,15.9,Manisa,Ege Bölgesi
2020/04/16,06:02:48,39.1703,27.8243,1.6,17.0,Manisa,Ege Bölgesi
2020/04/16,06:01:35,39.1427,27.8643,1.5,5.3,Manisa,Ege Bölgesi
2020/04/16,05:57:51,39.1625,27.8657,1.5,18.9,Manisa,Ege Bölgesi
2020/04/16,05:50:35,39.1985,27.8815,2.6,17.3,Manisa,Ege Bölgesi
2020/04/16,05:49:09,39.1027,27.8263,4.5,10.1,Manisa,Ege Bölgesi
2020/04/16,05:36:54,39.0183,27.8362,1.3,14.8,Manisa,Ege Bölgesi
2020/04/16,05:22:32,38.8855,25.5035,2.5,2.6,Aydın,Ege Bölgesi
2020/04/16,05:14:28,38.3552,39.0152,3.2,7.3,Elazığ,Doğu Anadolu Bölgesi
2020/04/16,04:18:50,39.0718,27.8132,1.0,11.0,Manisa,Ege Bölgesi
2020/04/16,03:59:18,39.0975,27.8235,2.4,16.4,Manisa,Ege Bölgesi
2020/04/16,03:29:44,38.3858,39.0768,1.9,14.5,Elazığ,Doğu Anadolu Bölgesi
2020/04/16,03:20:03,38.9978,27.9973,1.8,17.1,Manisa,Ege Bölgesi
2020/04/16,01:20:47,36.7167,29.0138,1.8,19.3,Muğla,Ege Bölgesi
2020/04/16,01:11:32,40.3203,27.3188,1.4,16.5,Çanakkale,Marmara Bölgesi
2020/04/16,00:45:46,38.4042,39.1155,1.1,7.9,Elazığ,Doğu Anadolu Bölgesi
2020/04/16,00:44:08,38.3988,39.1118,1.1,7.1,Elazığ,Doğu Anadolu Bölgesi
2020/04/16,00:38:48,37.5790,43.8483,2.4,5.0,Hakkari,Doğu Anadolu Bölgesi
