Date,Hour,Latitude,Longitude,Magnitude,Depth,Location,Area
2020/04/11,23:53:54,38.3902,39.2263,0.9,5.2,Elazığ,Doğu Anadolu Bölgesi
2020/04/11,22:58:32,38.9935,27.8600,2.2,4.3,Manisa,Ege Bölgesi
2020/04/11,22:25:09,38.4352,39.3383,2.2,5.0,Elazığ,Doğu Anadolu Bölgesi
2020/04/11,21:14:26,38.9787,27.8937,1.6,2.2,Manisa,Ege Bölgesi
2020/04/11,20:52:44,38.3895,44.3743,2.7,5.0,Van,Doğu Anadolu Bölgesi
2020/04/11,10:57:43,38.9702,27.9060,2.0,18.0,Manisa,Ege Bölgesi
2020/04/11,10:38:41,38.8953,39.8335,2.4,16.0,Tunceli,Doğu Anadolu Bölgesi
2020/04/11,09:50:29,38.4857,39.2725,1.5,2.3,Elazığ,Doğu Anadolu Bölgesi
2020/04/11,09:31:20,36.8575,29.1510,1.2,2.3,Muğla,Ege Bölgesi
2020/04/11,08:22:48,39.3178,40.8785,2.3,7.6,Bingöl,Doğu Anadolu Bölgesi
2020/04/11,08:18:17,39.3105,40.8720,2.6,9.3,Bingöl,Doğu Anadolu Bölgesi
2020/04/11,08:01:41,39.1008,27.8445,1.5,8.9,Manisa,Ege Bölgesi
2020/04/11,07:17:00,38.9970,27.8695,1.1,15.0,Manisa,Ege Bölgesi
2020/04/11,07:16:59,37.4607,35.9575,1.6,5.4,Osmaniye,Akdeniz Bölgesi
2020/04/11,07:11:35,39.0485,27.8842,1.8,15.9,Manisa,Ege Bölgesi
2020/04/11,07:09:46,39.0407,27.8590,2.5,9.7,Manisa,Ege Bölgesi
2020/04/11,06:49:44,38.3577,39.0897,1.5,4.0,Elazığ,Doğu Anadolu Bölgesi
2020/04/11,06:29:37,39.3400,33.1037,1.1,12.4,Ankara,İç Anadolu Bölgesi
2020/04/11,06:25:21,37.1040,28.6778,1.3,2.9,Muğla,Ege Bölgesi
2020/04/11,06:10:40,37.3647,35.7745,1.4,17.0,Adana,Akdeniz Bölgesi
2020/04/11,05:53:56,39.2958,41.0882,1.1,11.5,Bingöl,Doğu Anadolu Bölgesi
2020/04/11,05:43:00,38.8600,43.5567,1.5,12.6,Van,Doğu Anadolu Bölgesi
2020/04/11,04:03:09,37.4158,29.4755,2.4,4.8,Denizli,Ege Bölgesi
2020/04/11,03:02:45,38.1700,36.2437,0.9,13.8,Adana,Akdeniz Bölgesi
2020/04/11,02:04:45,38.9998,27.8187,1.1,5.0,Manisa,Ege Bölgesi
2020/04/11,01:55:21,38.3745,38.7988,1.4,8.8,Malatya,Doğu Anadolu Bölgesi
2020/04/11,01:40:54,38.9373,27.8475,1.8,18.0,Manisa,Ege Bölgesi
2020/04/11,01:37:15,38.9892,27.8920,1.4,12.1,Manisa,Ege Bölgesi
2020/04/11,01:33:59,38.9555,27.8837,2.0,6.6,Manisa,Ege Bölgesi
2020/04/11,01:13:42,35.0857,27.7777,2.4,8.4,Mersin,Akdeniz Bölgesi
2020/04/11,00:40:50,35.8625,31.5862,2.4,5.4,Mersin,Akdeniz Bölgesi
2020/04/11,00:32:37,38.4418,29.9958,1.2,5.2,Sandıklı,Ege Bölgesi
2020/04/11,00:26:08,36.9828,28.8905,1.3,7.3,Muğla,Ege Bölgesi
