Date,Hour,Latitude,Longitude,Magnitude,Depth,Location,Area
2020/05/01,21:39:26,38.4120,39.2085,1.4,4.9,Elazığ,Doğu Anadolu Bölgesi
2020/05/01,21:17:29,39.1457,29.4767,2.0,6.1,Kütahya,Ege Bölgesi
2020/05/01,21:10:56,38.4650,39.4143,1.8,17.4,Elazığ,Doğu Anadolu Bölgesi
2020/05/01,21:01:47,39.1398,29.4565,1.7,11.4,Kütahya,Ege Bölgesi
2020/05/01,20:54:16,39.1348,29.4577,2.4,5.1,Kütahya,Ege Bölgesi
2020/05/01,20:33:45,36.7978,36.1397,1.8,4.6,Dörtyol,Akdeniz Bölgesi
2020/05/01,18:42:31,36.9610,28.4950,1.6,4.9,Muğla,Ege Bölgesi
2020/05/01,18:32:31,40.6597,27.1147,1.7,6.5,Tekirdağ,Marmara Bölgesi
2020/05/01,18:12:43,38.4243,39.2212,1.9,21.0,Elazığ,Doğu Anadolu Bölgesi
2020/05/01,17:40:27,38.2515,42.8315,2.8,7.8,Van,Doğu Anadolu Bölgesi
2020/05/01,16:54:18,37.0078,28.5333,1.9,11.7,Muğla,Ege Bölgesi
2020/05/01,15:21:46,36.9937,28.5362,2.4,1.7,Muğla,Ege Bölgesi
2020/05/01,14:56:39,36.9665,28.5128,1.4,10.8,Muğla,Ege Bölgesi
2020/05/01,13:44:12,37.2223,27.9327,1.5,0.0,Muğla,Ege Bölgesi
2020/05/01,12:53:07,37.0023,28.5710,1.6,12.5,Muğla,Ege Bölgesi
2020/05/01,12:50:05,39.8538,28.8380,1.8,0.0,Bursa,Marmara Bölgesi
2020/05/01,12:38:20,37.0118,28.5665,1.4,3.3,Muğla,Ege Bölgesi
2020/05/01,12:32:30,38.4793,39.4333,0.8,12.9,Elazığ,Doğu Anadolu Bölgesi
2020/05/01,11:59:49,37.2262,28.2478,1.9,0.0,Muğla,Ege Bölgesi
2020/05/01,11:44:29,38.7178,38.1573,2.3,5.0,Malatya,Doğu Anadolu Bölgesi
2020/05/01,11:29:47,38.1957,28.0665,1.5,14.5,İzmir,Ege Bölgesi
2020/05/01,09:23:18,38.4795,25.7323,2.9,5.5,Aydın,Ege Bölgesi
2020/05/01,08:45:45,38.4122,39.1313,2.4,2.1,Elazığ,Doğu Anadolu Bölgesi
2020/05/01,07:35:13,38.3908,39.1937,1.8,2.8,Elazığ,Doğu Anadolu Bölgesi
2020/05/01,07:33:22,36.9725,28.5317,1.8,4.0,Muğla,Ege Bölgesi
2020/05/01,07:24:24,36.9160,28.4367,1.0,20.8,Muğla,Ege Bölgesi
2020/05/01,05:29:38,39.8143,27.5673,2.3,6.7,Balıkesir,Marmara Bölgesi
2020/05/01,05:10:14,38.3930,39.2545,1.3,9.3,Elazığ,Doğu Anadolu Bölgesi
2020/05/01,04:41:49,36.9682,28.5210,1.4,12.0,Muğla,Ege Bölgesi
2020/05/01,04:29:47,36.9948,28.5717,1.7,11.4,Muğla,Ege Bölgesi
2020/05/01,04:23:34,37.7083,29.3840,1.7,5.0,Denizli,Ege Bölgesi
2020/05/01,03:24:25,35.1213,27.9980,3.0,5.0,Mersin,Akdeniz Bölgesi
2020/05/01,03:00:20,39.0253,38.7103,2.0,9.3,Erzincan,Doğu Anadolu Bölgesi
2020/05/01,01:29:53,39.0918,27.8823,1.3,11.3,Manisa,Ege Bölgesi
2020/05/01,01:05:35,36.9708,28.5113,1.2,12.6,Muğla,Ege Bölgesi
2020/05/01,00:47:56,36.9890,28.5250,1.8,14.6,Muğla,Ege Bölgesi
2020/05/01,00:46:49,36.9890,28.5142,1.8,11.5,Muğla,Ege Bölgesi
