Date,Hour,Latitude,Longitude,Magnitude,Depth,Location,Area
2020/04/18,23:35:40,36.9865,28.2437,1.7,7.2,Muğla,Ege Bölgesi
2020/04/18,23:33:37,37.5888,43.5867,3.0,5.0,Hakkari,Doğu Anadolu Bölgesi
2020/04/18,22:44:41,38.3153,38.7975,2.1,3.3,Malatya,Doğu Anadolu Bölgesi
2020/04/18,21:40:16,38.4908,39.4678,1.2,4.3,Elazığ,Doğu Anadolu Bölgesi
2020/04/18,21:07:44,38.3907,38.9835,1.8,17.0,Elazığ,Doğu Anadolu Bölgesi
2020/04/18,20:47:01,38.9725,27.8297,1.5,12.2,Manisa,Ege Bölgesi
2020/04/18,20:43:49,37.9382,27.6168,1.1,3.1,Aydın,Ege Bölgesi
2020/04/18,20:30:26,37.9295,29.2752,1.7,0.0,Denizli,Ege Bölgesi
2020/04/18,20:14:28,35.8045,32.4535,1.9,8.3,Mersin,Akdeniz Bölgesi
2020/04/18,19:58:18,39.1225,27.8078,1.2,14.9,Manisa,Ege Bölgesi
2020/04/18,19:24:12,39.0000,27.8155,1.3,1.7,Manisa,Ege Bölgesi
2020/04/18,18:03:27,37.1268,31.1365,2.7,107.1,Antalya,Akdeniz Bölgesi
2020/04/18,16:35:37,38.4135,39.1993,1.9,3.9,Elazığ,Doğu Anadolu Bölgesi
2020/04/18,16:23:52,38.6670,43.2062,3.1,5.0,Van,Doğu Anadolu Bölgesi
2020/04/18,16:18:51,40.8542,36.0592,2.9,5.2,Samsun,Karadeniz Bölgesi
2020/04/18,16:00:07,40.8640,36.0813,3.2,5.2,Samsun,Karadeniz Bölgesi
2020/04/18,11:57:00,37.2303,28.2163,1.9,0.0,Muğla,Ege Bölgesi
2020/04/18,10:38:51,38.3410,27.2950,2.0,6.4,İzmir,Ege Bölgesi
2020/04/18,08:52:28,37.5007,35.9735,1.9,12.4,Osmaniye,Akdeniz Bölgesi
2020/04/18,08:21:12,38.3747,38.8765,1.8,24.9,Malatya,Doğu Anadolu Bölgesi
2020/04/18,07:00:38,40.3488,35.4855,1.4,8.9,Amasya,Karadeniz Bölgesi
2020/04/18,05:48:19,39.9025,43.9467,1.8,61.9,Iğdır,Doğu Anadolu Bölgesi
2020/04/18,05:10:03,38.4653,44.3137,2.1,4.0,Van,Doğu Anadolu Bölgesi
2020/04/18,05:01:15,35.9047,35.4362,2.5,7.9,Mersin,Akdeniz Bölgesi
2020/04/18,04:42:09,38.4283,39.1617,1.2,1.0,Elazığ,Doğu Anadolu Bölgesi
2020/04/18,04:39:56,38.3917,38.8582,1.4,19.8,Malatya,Doğu Anadolu Bölgesi
2020/04/18,04:35:28,39.1545,27.7907,1.4,7.6,Manisa,Ege Bölgesi
2020/04/18,03:54:21,39.5003,26.0847,2.9,9.2,Çanakkale,Marmara Bölgesi
2020/04/18,03:28:47,39.2465,41.5767,1.6,14.1,Muş,Doğu Anadolu Bölgesi
2020/04/18,03:20:14,37.5117,35.9565,1.3,8.7,Adana,Akdeniz Bölgesi
2020/04/18,02:40:26,37.4307,36.0210,2.5,5.0,Osmaniye,Akdeniz Bölgesi
2020/04/18,02:29:29,40.1197,36.0802,1.6,6.0,Tokat,Karadeniz Bölgesi
2020/04/18,02:19:05,39.6858,25.4658,2.7,5.0,Aydın,Ege Bölgesi
2020/04/18,02:07:06,37.6292,35.4952,1.2,5.3,Adana,Akdeniz Bölgesi
2020/04/18,01:50:26,38.9642,43.3740,1.5,11.5,Van,Doğu Anadolu Bölgesi
2020/04/18,01:25:49,40.2198,32.4368,1.5,8.5,Ankara,İç Anadolu Bölgesi
2020/04/18,01:18:20,38.8648,24.6613,2.4,6.9,Aydın,Ege Bölgesi
2020/04/18,01:06:44,36.1648,31.1650,2.8,12.2,Mersin,Akdeniz Bölgesi
2020/04/18,00:52:30,37.8035,27.7618,2.0,3.9,Aydın,Ege Bölgesi
2020/04/18,00:42:36,35.9920,35.4195,2.5,11.3,Mersin,Akdeniz Bölgesi
