Date,Hour,Latitude,Longitude,Magnitude,Depth,Location,Area
2020/04/13,23:13:38,41.1315,42.8470,2.3,4.7,Ardahan,Doğu Anadolu Bölgesi
2020/04/13,22:23:43,38.2260,30.8363,1.7,3.6,Isparta,Akdeniz Bölgesi
2020/04/13,21:41:49,38.3457,39.0435,2.5,4.9,Elazığ,Doğu Anadolu Bölgesi
2020/04/13,19:39:33,38.5798,39.1093,1.7,2.2,Elazığ,Doğu Anadolu Bölgesi
2020/04/13,19:19:08,38.3515,38.7778,2.8,7.3,Malatya,Doğu Anadolu Bölgesi
2020/04/13,18:21:57,39.1162,27.8410,2.6,9.5,Manisa,Ege Bölgesi
2020/04/13,17:50:22,38.3985,38.8788,1.9,15.1,Elazığ,Doğu Anadolu Bölgesi
2020/04/13,16:59:14,40.3720,26.7577,1.0,10.8,Çanakkale,Marmara Bölgesi
2020/04/13,12:03:25,40.6548,27.2650,1.5,27.8,Tekirdağ,Marmara Bölgesi
2020/04/13,11:49:45,37.2427,28.3267,1.8,15.0,Muğla,Ege Bölgesi
2020/04/13,11:16:07,38.9715,27.8555,3.6,4.5,Manisa,Ege Bölgesi
2020/04/13,09:51:07,39.0445,27.8452,1.7,7.3,Manisa,Ege Bölgesi
2020/04/13,09:03:52,38.9928,27.8693,1.6,22.1,Manisa,Ege Bölgesi
2020/04/13,08:46:27,38.1975,28.7732,2.0,20.0,Manisa,Ege Bölgesi
2020/04/13,08:18:15,38.1710,28.8255,2.7,5.0,Denizli,Ege Bölgesi
2020/04/13,08:02:16,38.9398,27.8640,1.2,0.0,Manisa,Ege Bölgesi
2020/04/13,07:29:58,38.3718,38.9713,1.4,19.1,Elazığ,Doğu Anadolu Bölgesi
2020/04/13,05:15:37,38.4377,39.1782,1.8,5.0,Elazığ,Doğu Anadolu Bölgesi
2020/04/13,04:43:07,38.9982,27.8665,3.2,11.9,Manisa,Ege Bölgesi
2020/04/13,04:38:25,38.9988,27.9042,1.5,6.4,Manisa,Ege Bölgesi
2020/04/13,04:34:38,39.0755,27.5335,1.4,7.9,Manisa,Ege Bölgesi
2020/04/13,04:26:33,38.4538,41.9448,2.5,4.0,Bitlis,Doğu Anadolu Bölgesi
2020/04/13,04:19:22,39.0650,27.8420,2.0,15.7,Manisa,Ege Bölgesi
2020/04/13,04:02:40,37.2317,36.9208,1.2,4.7,Gaziantep,Güneydoğu Anadolu Bölgesi
2020/04/13,03:39:23,38.5075,41.9377,2.5,6.2,Bitlis,Doğu Anadolu Bölgesi
2020/04/13,03:32:52,39.0213,27.1652,2.4,10.1,İzmir,Ege Bölgesi
2020/04/13,02:56:45,37.1833,28.0897,1.2,5.1,Muğla,Ege Bölgesi
2020/04/13,02:44:11,40.1818,31.7622,1.9,8.5,Ankara,İç Anadolu Bölgesi
2020/04/13,02:13:56,38.9803,27.8893,1.6,7.0,Manisa,Ege Bölgesi
2020/04/13,01:44:24,37.0560,27.9708,1.5,5.9,Muğla,Ege Bölgesi
2020/04/13,00:59:30,38.9960,27.8657,3.3,11.7,Manisa,Ege Bölgesi
