Date,Hour,Latitude,Longitude,Magnitude,Depth,Location,Area
2020/05/05,23:56:24,38.4695,39.4657,1.4,5.0,Elazığ,Doğu Anadolu Bölgesi
2020/05/05,23:16:29,38.7740,25.5820,1.7,10.0,Aydın,Ege Bölgesi
2020/05/05,23:11:58,39.0252,27.7882,1.4,19.7,Manisa,Ege Bölgesi
2020/05/05,23:09:02,38.9410,25.9380,1.4,5.0,Aydın,Ege Bölgesi
2020/05/05,23:00:16,38.9663,25.8927,1.4,17.5,Aydın,Ege Bölgesi
2020/05/05,22:57:45,39.0443,27.1770,1.6,6.0,İzmir,Ege Bölgesi
2020/05/05,22:34:22,38.4322,39.3473,1.1,4.4,Elazığ,Doğu Anadolu Bölgesi
2020/05/05,22:32:26,38.4652,39.3335,2.0,5.0,Elazığ,Doğu Anadolu Bölgesi
2020/05/05,22:07:04,39.4572,24.7385,1.8,7.0,Aydın,Ege Bölgesi
2020/05/05,21:24:53,40.7195,29.1300,2.0,8.1,Yalova,Marmara Bölgesi
2020/05/05,20:28:28,38.9995,27.8790,2.6,15.0,Manisa,Ege Bölgesi
2020/05/05,19:39:07,38.6290,43.2905,1.2,21.4,İstanbul,Marmara Bölgesi
2020/05/05,19:14:42,39.1742,28.8908,2.2,4.9,Kütahya,Ege Bölgesi
2020/05/05,19:05:39,38.3917,39.1192,1.3,7.4,Elazığ,Doğu Anadolu Bölgesi
2020/05/05,19:02:37,36.0593,30.7058,2.4,7.2,Mersin,Akdeniz Bölgesi
2020/05/05,18:42:28,40.7940,27.6543,1.2,6.0,Marmara Denizi,Marmara Bölgesi
2020/05/05,17:10:16,38.9215,27.7808,1.3,0.0,Manisa,Ege Bölgesi
2020/05/05,17:08:20,38.0813,27.0555,2.2,6.2,İzmir,Ege Bölgesi
2020/05/05,16:30:16,38.9657,27.8927,1.4,10.5,Manisa,Ege Bölgesi
2020/05/05,15:15:30,36.2238,33.7103,1.5,0.0,Mersin,Akdeniz Bölgesi
2020/05/05,14:40:25,36.1042,31.3390,2.9,15.6,Mersin,Akdeniz Bölgesi
2020/05/05,14:03:52,39.1507,29.0873,2.3,6.7,Kütahya,Ege Bölgesi
2020/05/05,14:02:52,37.7758,32.2503,1.3,0.0,Konya,İç Anadolu Bölgesi
2020/05/05,14:02:15,37.5095,35.9977,1.3,15.8,Osmaniye,Akdeniz Bölgesi
2020/05/05,13:47:38,37.2270,27.9455,1.3,0.0,Muğla,Ege Bölgesi
2020/05/05,13:42:19,37.9170,27.7322,1.2,11.4,Aydın,Ege Bölgesi
2020/05/05,13:39:33,37.1905,27.9260,1.2,0.0,Muğla,Ege Bölgesi
2020/05/05,13:37:25,38.0320,36.4640,1.5,8.8,Kahramanmaraş,Akdeniz Bölgesi
2020/05/05,13:28:45,37.8583,29.3768,2.0,0.0,Denizli,Ege Bölgesi
2020/05/05,13:20:05,36.6388,36.1798,1.2,5.4,İskenderun,Akdeniz Bölgesi
2020/05/05,12:44:42,38.0463,32.4023,1.3,0.0,Konya,İç Anadolu Bölgesi
2020/05/05,12:31:47,37.2783,31.9307,2.3,0.0,Konya,İç Anadolu Bölgesi
2020/05/05,12:09:20,38.0190,36.3950,1.5,13.0,Kahramanmaraş,Akdeniz Bölgesi
2020/05/05,12:04:53,36.0957,33.5648,1.4,5.0,Mersin,Akdeniz Bölgesi
2020/05/05,11:56:35,37.2178,28.2437,1.6,0.0,Muğla,Ege Bölgesi
2020/05/05,11:27:05,38.9688,27.8613,1.7,15.1,Manisa,Ege Bölgesi
2020/05/05,11:19:54,38.4835,39.2588,1.9,8.8,Elazığ,Doğu Anadolu Bölgesi
2020/05/05,10:03:44,37.4788,35.9880,2.9,1.1,Osmaniye,Akdeniz Bölgesi
2020/05/05,09:34:49,38.5060,39.3730,2.1,12.8,Elazığ,Doğu Anadolu Bölgesi
2020/05/05,08:51:01,39.6910,40.6410,3.2,5.0,Erzincan,Doğu Anadolu Bölgesi
2020/05/05,08:15:11,38.5220,39.4808,2.1,10.3,Elazığ,Doğu Anadolu Bölgesi
2020/05/05,08:00:43,37.0082,28.8760,1.1,23.1,Muğla,Ege Bölgesi
2020/05/05,07:57:44,37.0087,28.5230,0.8,10.7,Muğla,Ege Bölgesi
2020/05/05,06:11:59,38.9600,27.8720,2.4,10.1,Manisa,Ege Bölgesi
2020/05/05,05:31:05,38.4628,38.8905,1.5,23.3,Elazığ,Doğu Anadolu Bölgesi
2020/05/05,05:18:01,40.6610,35.4002,1.8,26.4,Amasya,Karadeniz Bölgesi
2020/05/05,04:50:20,37.0032,27.7658,1.5,4.8,Muğla,Ege Bölgesi
2020/05/05,04:47:15,37.8473,29.4000,1.1,20.4,Denizli,Ege Bölgesi
2020/05/05,04:30:50,38.4253,39.1653,1.2,5.1,Elazığ,Doğu Anadolu Bölgesi
2020/05/05,04:13:20,38.8738,26.1802,1.7,5.0,Aydın,Ege Bölgesi
2020/05/05,03:58:40,39.0785,27.8130,1.9,12.8,Manisa,Ege Bölgesi
2020/05/05,03:43:35,35.6160,29.4338,3.6,1.3,Mersin,Akdeniz Bölgesi
2020/05/05,02:55:24,38.4265,39.1378,1.8,7.2,Elazığ,Doğu Anadolu Bölgesi
2020/05/05,02:40:02,39.5088,25.0290,2.2,9.7,Aydın,Ege Bölgesi
2020/05/05,02:02:48,38.5235,25.7313,2.2,4.9,Aydın,Ege Bölgesi
2020/05/05,01:55:19,32.6433,33.8712,3.2,6.3,Oost-Vlaanderen,Vlaanderen
2020/05/05,01:06:59,37.4813,35.9938,2.1,4.0,Osmaniye,Akdeniz Bölgesi
2020/05/05,00:36:37,39.5450,28.2252,2.0,3.9,Balıkesir,Marmara Bölgesi
