Date,Hour,Latitude,Longitude,Magnitude,Depth,Location,Area
2020/04/22,22:58:03,35.1927,27.9838,3.3,8.8,Mersin,Akdeniz Bölgesi
2020/04/22,21:38:01,38.4167,39.2660,1.1,9.9,Elazığ,Doğu Anadolu Bölgesi
2020/04/22,20:50:34,39.8718,43.9297,2.4,5.0,Iğdır,Doğu Anadolu Bölgesi
2020/04/22,19:35:00,39.0890,40.8120,1.9,20.3,Bingöl,Doğu Anadolu Bölgesi
2020/04/22,18:02:34,37.0413,37.0173,2.0,10.7,Gaziantep,Güneydoğu Anadolu Bölgesi
2020/04/22,17:49:59,38.3785,38.7105,2.2,14.8,Malatya,Doğu Anadolu Bölgesi
2020/04/22,16:55:28,34.7155,33.7450,3.7,5.0,Mersin,Akdeniz Bölgesi
2020/04/22,16:53:04,38.4247,38.8985,1.8,24.4,Elazığ,Doğu Anadolu Bölgesi
2020/04/22,15:51:05,40.5855,32.0972,1.3,14.4,Bolu,Karadeniz Bölgesi
2020/04/22,15:10:38,39.0050,27.9118,2.4,3.4,Manisa,Ege Bölgesi
2020/04/22,14:43:04,40.2935,30.8140,1.5,5.0,Bolu,Karadeniz Bölgesi
2020/04/22,13:58:42,34.3463,32.2210,3.4,6.5,Mersin,Akdeniz Bölgesi
2020/04/22,13:52:23,37.5457,29.1857,1.2,0.0,Denizli,Ege Bölgesi
2020/04/22,13:52:20,38.2868,29.4387,1.5,23.0,Denizli,Ege Bölgesi
2020/04/22,13:43:40,40.3633,30.4745,1.5,2.7,Sakarya,Marmara Bölgesi
2020/04/22,13:19:25,38.3997,39.2185,0.7,5.0,Elazığ,Doğu Anadolu Bölgesi
2020/04/22,12:50:23,37.5165,35.9750,1.9,4.7,Osmaniye,Akdeniz Bölgesi
2020/04/22,12:32:11,39.9220,37.4115,2.9,5.0,Sivas,İç Anadolu Bölgesi
2020/04/22,12:12:19,37.0435,29.4645,1.4,18.2,Burdur,Akdeniz Bölgesi
2020/04/22,12:00:36,35.9212,35.4672,2.1,5.0,Mersin,Akdeniz Bölgesi
2020/04/22,11:55:26,40.1720,31.7308,2.3,0.0,Ankara,İç Anadolu Bölgesi
2020/04/22,11:35:09,36.1505,33.7437,1.3,0.0,Mersin,Akdeniz Bölgesi
2020/04/22,11:19:24,38.8003,27.8910,1.5,0.0,Manisa,Ege Bölgesi
2020/04/22,10:55:26,38.3873,39.2080,0.9,4.1,Elazığ,Doğu Anadolu Bölgesi
2020/04/22,10:54:10,38.4275,39.1517,1.0,10.9,Elazığ,Doğu Anadolu Bölgesi
2020/04/22,10:53:09,38.8478,27.8535,1.6,5.3,Manisa,Ege Bölgesi
2020/04/22,09:11:23,38.3725,39.1093,0.9,5.0,Elazığ,Doğu Anadolu Bölgesi
2020/04/22,08:59:58,40.0175,33.2943,1.7,0.0,Ankara,İç Anadolu Bölgesi
2020/04/22,08:42:21,38.4140,39.0848,2.3,5.8,Elazığ,Doğu Anadolu Bölgesi
2020/04/22,07:38:32,38.1850,38.7258,2.0,16.2,Malatya,Doğu Anadolu Bölgesi
2020/04/22,05:34:24,38.5003,39.4765,1.8,15.6,Elazığ,Doğu Anadolu Bölgesi
2020/04/22,04:53:02,39.1378,27.8362,1.6,7.3,Manisa,Ege Bölgesi
2020/04/22,04:31:09,38.2325,38.7333,2.3,7.8,Malatya,Doğu Anadolu Bölgesi
2020/04/22,03:36:08,36.9948,34.5690,1.5,7.4,Mersin,Akdeniz Bölgesi
2020/04/22,02:54:28,40.1868,28.2037,1.7,7.7,Bursa,Marmara Bölgesi
2020/04/22,01:40:06,39.1340,29.0552,2.5,5.4,Kütahya,Ege Bölgesi
2020/04/22,00:21:41,35.1633,28.0302,2.5,5.4,Mersin,Akdeniz Bölgesi
2020/04/22,00:16:51,38.5402,39.2367,1.3,13.5,Elazığ,Doğu Anadolu Bölgesi
