Date,Hour,Latitude,Longitude,Magnitude,Depth,Location,Area
2020/04/12,22:44:57,38.4110,31.8797,2.1,4.9,Konya,İç Anadolu Bölgesi
2020/04/12,17:29:18,38.3233,27.2882,2.7,5.4,İzmir,Ege Bölgesi
2020/04/12,17:00:16,38.4100,39.0287,2.4,8.9,Elazığ,Doğu Anadolu Bölgesi
2020/04/12,16:25:32,36.0607,26.9138,1.8,20.7,Mersin,Akdeniz Bölgesi
2020/04/12,16:04:20,36.2948,36.7672,1.4,5.0,Reyhanlı,Akdeniz Bölgesi
2020/04/12,15:54:55,39.2572,42.7360,2.2,16.8,Ağrı,Doğu Anadolu Bölgesi
2020/04/12,15:46:41,36.0332,27.1725,1.8,13.3,Mersin,Akdeniz Bölgesi
2020/04/12,15:33:50,39.0815,27.7938,1.5,5.2,Manisa,Ege Bölgesi
2020/04/12,15:22:41,39.1475,27.7745,1.5,6.8,Manisa,Ege Bölgesi
2020/04/12,14:33:21,40.3868,27.4283,2.1,10.1,Çanakkale,Marmara Bölgesi
2020/04/12,13:42:31,39.1328,27.7305,1.4,5.1,Manisa,Ege Bölgesi
2020/04/12,12:56:47,39.5390,44.3447,2.6,5.0,Ağrı,Doğu Anadolu Bölgesi
2020/04/12,12:52:34,39.6935,27.7608,2.0,6.7,Balıkesir,Marmara Bölgesi
2020/04/12,12:38:32,38.5415,44.1925,2.5,16.3,Van,Doğu Anadolu Bölgesi
2020/04/12,12:28:44,37.8717,32.5987,1.0,17.5,Konya,İç Anadolu Bölgesi
2020/04/12,12:10:38,38.3660,38.9667,2.1,12.9,Elazığ,Doğu Anadolu Bölgesi
2020/04/12,12:03:13,38.9480,27.8435,1.2,16.4,Manisa,Ege Bölgesi
2020/04/12,11:43:44,39.0380,27.8557,1.4,11.7,Manisa,Ege Bölgesi
2020/04/12,11:41:00,38.9225,27.8755,1.7,13.2,Manisa,Ege Bölgesi
2020/04/12,11:27:52,39.4467,27.9210,1.2,8.6,Manisa,Ege Bölgesi
2020/04/12,11:18:40,38.3888,40.9877,2.4,12.1,Diyarbakır,Güneydoğu Anadolu Bölgesi
2020/04/12,11:18:15,38.9873,39.0900,2.1,12.2,Tunceli,Doğu Anadolu Bölgesi
2020/04/12,11:16:23,38.5138,39.3547,2.0,15.7,Elazığ,Doğu Anadolu Bölgesi
2020/04/12,11:01:45,37.0595,28.3967,1.1,6.9,Muğla,Ege Bölgesi
2020/04/12,11:01:21,39.9292,33.2158,1.8,11.3,Ankara,İç Anadolu Bölgesi
2020/04/12,10:56:59,39.9827,33.2095,1.5,3.8,Ankara,İç Anadolu Bölgesi
2020/04/12,10:14:30,37.3097,29.5905,1.4,11.9,Burdur,Akdeniz Bölgesi
2020/04/12,10:10:18,38.4500,40.2963,2.3,8.1,Diyarbakır,Güneydoğu Anadolu Bölgesi
2020/04/12,09:38:04,39.3155,40.8832,4.3,3.3,Bingöl,Doğu Anadolu Bölgesi
2020/04/12,09:20:51,39.0248,27.8872,1.6,9.5,Manisa,Ege Bölgesi
2020/04/12,08:53:25,38.4392,39.2553,1.9,2.4,Elazığ,Doğu Anadolu Bölgesi
2020/04/12,08:37:44,38.5262,39.4585,2.5,4.0,Elazığ,Doğu Anadolu Bölgesi
2020/04/12,07:14:02,39.1220,27.7627,2.7,7.3,Manisa,Ege Bölgesi
2020/04/12,06:25:10,39.0980,27.7788,3.0,12.9,Manisa,Ege Bölgesi
2020/04/12,05:00:35,38.4660,39.2568,1.3,12.1,Elazığ,Doğu Anadolu Bölgesi
2020/04/12,04:56:48,38.3585,39.1478,0.8,5.0,Elazığ,Doğu Anadolu Bölgesi
2020/04/12,04:52:11,38.3825,39.0925,2.3,6.5,Elazığ,Doğu Anadolu Bölgesi
2020/04/12,04:45:23,38.3987,39.0630,3.0,5.4,Elazığ,Doğu Anadolu Bölgesi
2020/04/12,02:24:36,39.0118,27.8995,1.1,1.7,Manisa,Ege Bölgesi
2020/04/12,02:19:04,39.0735,27.8378,1.6,5.6,Manisa,Ege Bölgesi
2020/04/12,01:50:22,35.9405,29.3648,2.0,5.0,Mersin,Akdeniz Bölgesi
2020/04/12,01:34:51,39.0162,27.8512,1.3,2.7,Manisa,Ege Bölgesi
2020/04/12,00:59:21,38.4813,39.2800,2.2,5.0,Elazığ,Doğu Anadolu Bölgesi
2020/04/12,00:52:49,37.4358,35.9907,1.7,4.1,Osmaniye,Akdeniz Bölgesi
2020/04/12,00:47:50,38.5697,39.5712,1.7,16.2,Elazığ,Doğu Anadolu Bölgesi
2020/04/12,00:08:26,38.6242,39.2427,1.3,11.2,Elazığ,Doğu Anadolu Bölgesi
